Header Reference (BOM Reference),Stock Code,Description,Notes,Sequence Number,Quantity,Instruction,Unit of MEachsure,Scrap Percentage,Fixed Quantity,Use Only in BOM Module
SA-FG-0025,RAW-HINGE-0001,Piano Hinge - 4.7 OD x 51 x 2mm - SS304,,30,0.23,,Metres,0,FALSE,FALSE
SA-FG-0025,RAW-SEAL-0026,"RS PRO Black EPDM Edge Protection, 10m - RS Stock No.: 619-1736",,40,1.26,,Metres,0,FALSE,FALSE
SA-FG-0026,FG-0010-MP,100mm Gate Hinge Pin - 34.4 OD x 205mm Shaft,,10,1,,Each,0,FALSE,FALSE
SA-FG-0026,SA-FG-0027,100mm Double Flood Gate Hinge to Jamb,,20,1,,Each,0,FALSE,FALSE
SA-FG-0026,SA-FG-0028,100mm Double Flood Gate Hinge to Leaf,,30,1,,Each,0,FALSE,FALSE
SA-FG-0026,FG-0012-MP,100mm Gate Hinge Washer - 50 OD x 35 ID x 5mm,,40,2,,Each,0,FALSE,FALSE
SA-FG-0027,FG-0013-FP,100mm Gate Hinge Plate to Jamb - 15mm,,10,1,,Each,0,FALSE,FALSE
SA-FG-0027,FG-0019-FP,100mm Gate Hinge Plate to Jamb Lug (Double) - 20mm,,20,2,,Each,0,FALSE,FALSE
SA-FG-0028,FG-0014-FP,100mm Gate Hinge Plate to Leaf - 15mm,,10,1,,Each,0,FALSE,FALSE
SA-FG-0028,FG-0020-FP,100mm Gate Hinge Plate to Leaf (Double) - 15mm,,20,2,,Each,0,FALSE,FALSE
SA-FG-0028,FG-0011-MP,100mm Gate Hinge Barrel Housing - 80 OD x 120mm,,30,1,,Each,0,FALSE,FALSE
SA-FG-0028,PP-FIX-M6-0006,M6 Grease Nipple - A2,,40,1,,Each,0,FALSE,FALSE
SA-FG-0028,PP-FG-0003,100mm Gate Hinge Oilite Bush - 41 OD x 35 ID x 35mm,,50,2,,Each,0,FALSE,FALSE
DBG-0001,DXF-0000-00-DFG,Double Flood Gate DXF Pack,,10,1,,Each,0,FALSE,FALSE
DBG-0001,ASSY-0000-00-DFG-Leaf_RH,Double Flood Gate Leaf (RH),,20,1,,Each,0,FALSE,FALSE
DBG-0001,ASSY-0000-00-DFG-Leaf_LH,Double Flood Gate Leaf (LH),,30,1,,Each,0,FALSE,FALSE
DBG-0001,ASSY-0000-00-DFG_Frame,Double Flood Gate Frame,,40,1,,Each,0,FALSE,FALSE
DBG-0001,SA-FG-0020,100mm Double Gate Locking Mechanism,,50,1,,Each,0,FALSE,FALSE
DBG-0001,SA-FG-0024,100mm Double Gate Receiver (Locking Mechanism),,60,2,,Each,0,FALSE,FALSE
DBG-0001,SA-FG-0026,100mm Double Flood Gate Hinge,,70,4,,Each,0,FALSE,FALSE
DBG-0001,PP-FIX-M20-0005,M20 Hex Nut - A2,,80,16,,Each,0,FALSE,FALSE
DBG-0001,PP-FIX-M20-0029,M20 Washer - A2(ISO7093-1),,90,16,,Each,0,FALSE,FALSE
DBG-0001,PP-FIX-M20-0002,M20x50 Hex Head Bolt - A2,,100,16,,Each,0,FALSE,FALSE
DBG-0001,PP-FIX-M20-0003,M20 Washer - A2,,110,16,,Each,0,FALSE,FALSE
DBG-0001,PP-FIX-M10-0001,M10x100 Thunderbolt - BZP,,120,8,,Each,0,FALSE,FALSE
DBG-0001,PP-FIX-M20-0010,M20x215 Throughbolt - BZP,,130,39,,Each,0,FALSE,FALSE
DBG-0001,PP-FIX-M12-0003,M12 x 160 Anchor Stud Bolts - A2,,140,24,,Each,0,FALSE,FALSE
DBG-0001,PP-FIX-M12-0019,M12 Flanged Hex Nut - A2,,150,24,,Each,0,FALSE,FALSE
DBG-0001,PP-FIX-M20-0009,M20x60 Hex Head Bolt - A2,,160,4,,Each,0,FALSE,FALSE
DBG-0001,PP-FIX-M6-0030,M6x16 Torx Button Head Bolt - A2,,170,8,,Each,0,FALSE,FALSE
DBG-0001,PP-FIX-M6-0004,M6 Washer - A2,,180,8,,Each,0,FALSE,FALSE
DBG-0001,SA-FG-0025,100mm Double Gate Cover (Locking Mechanism),,190,2,,Each,0,FALSE,FALSE
DBG-0001,PP-FIX-M12-0001,M12x35 Hex Head Bolt - A2,,200,12,,Each,0,FALSE,FALSE
DBG-0001,PP-FIX-M12-0005,M12 Washer - A2,,210,12,,Each,0,FALSE,FALSE
DBGEXC3-0001,DXF-0000-00-DFG,Double Flood Gate DXF Pack,,10,1,,Each,0,FALSE,FALSE
DBGEXC3-0001,ASSY-0000-00-DFG-Leaf_RH,Double Flood Gate Leaf (RH),,20,1,,Each,0,FALSE,FALSE
DBGEXC3-0001,ASSY-0000-00-DFG-Leaf_LH,Double Flood Gate Leaf (LH),,30,1,,Each,0,FALSE,FALSE
DBGEXC3-0001,ASSY-0000-00-DFG_Frame,Double Flood Gate Frame,,40,1,,Each,0,FALSE,FALSE
DBGEXC3-0001,SA-FG-0020,100mm Double Gate Locking Mechanism,,50,1,,Each,0,FALSE,FALSE
DBGEXC3-0001,SA-FG-0024,100mm Double Gate Receiver (Locking Mechanism),,60,2,,Each,0,FALSE,FALSE
DBGEXC3-0001,SA-FG-0026,100mm Double Flood Gate Hinge,,70,4,,Each,0,FALSE,FALSE
DBGEXC3-0001,PP-FIX-M20-0005,M20 Hex Nut - A2,,80,16,,Each,0,FALSE,FALSE
DBGEXC3-0001,PP-FIX-M20-0029,M20 Washer - A2(ISO7093-1),,90,16,,Each,0,FALSE,FALSE
DBGEXC3-0001,PP-FIX-M20-0002,M20x50 Hex Head Bolt - A2,,100,16,,Each,0,FALSE,FALSE
DBGEXC3-0001,PP-FIX-M20-0003,M20 Washer - A2,,110,16,,Each,0,FALSE,FALSE
DBGEXC3-0001,PP-FIX-M10-0001,M10x100 Thunderbolt - BZP,,120,8,,Each,0,FALSE,FALSE
DBGEXC3-0001,PP-FIX-M20-0010,M20x215 Throughbolt - BZP,,130,39,,Each,0,FALSE,FALSE
DBGEXC3-0001,PP-FIX-M12-0003,M12 x 160 Anchor Stud Bolts - A2,,140,24,,Each,0,FALSE,FALSE
DBGEXC3-0001,PP-FIX-M12-0019,M12 Flanged Hex Nut - A2,,150,24,,Each,0,FALSE,FALSE
DBGEXC3-0001,PP-FIX-M20-0009,M20x60 Hex Head Bolt - A2,,160,4,,Each,0,FALSE,FALSE
DBGEXC3-0001,PP-FIX-M6-0030,M6x16 Torx Button Head Bolt - A2,,170,8,,Each,0,FALSE,FALSE
DBGEXC3-0001,PP-FIX-M6-0004,M6 Washer - A2,,180,8,,Each,0,FALSE,FALSE
DBGEXC3-0001,SA-FG-0025,100mm Double Gate Cover (Locking Mechanism),,190,2,,Each,0,FALSE,FALSE
DBGEXC3-0001,PP-FIX-M12-0001,M12x35 Hex Head Bolt - A2,,200,12,,Each,0,FALSE,FALSE
DBGEXC3-0001,PP-FIX-M12-0005,M12 Washer - A2,,210,12,,Each,0,FALSE,FALSE
DBGFF-0001,DXF-0000-00-DFG,Double Flood Gate DXF Pack,,10,1,,Each,0,FALSE,FALSE
DBGFF-0001,ASSY-0000-00-DFG-Leaf_RH,Double Flood Gate Leaf (RH),,20,1,,Each,0,FALSE,FALSE
DBGFF-0001,ASSY-0000-00-DFG-Leaf_LH,Double Flood Gate Leaf (LH),,30,1,,Each,0,FALSE,FALSE
DBGFF-0001,ASSY-0000-00-DFG_Frame,Double Flood Gate Frame,,40,1,,Each,0,FALSE,FALSE
DBGFF-0001,SA-FG-0020,100mm Double Gate Locking Mechanism,,50,1,,Each,0,FALSE,FALSE
DBGFF-0001,SA-FG-0024,100mm Double Gate Receiver (Locking Mechanism),,60,2,,Each,0,FALSE,FALSE
DBGFF-0001,SA-FG-0026,100mm Double Flood Gate Hinge,,70,4,,Each,0,FALSE,FALSE
DBGFF-0001,PP-FIX-M20-0005,M20 Hex Nut - A2,,80,16,,Each,0,FALSE,FALSE
DBGFF-0001,PP-FIX-M20-0029,M20 Washer - A2(ISO7093-1),,90,16,,Each,0,FALSE,FALSE
DBGFF-0001,PP-FIX-M20-0002,M20x50 Hex Head Bolt - A2,,100,16,,Each,0,FALSE,FALSE
DBGFF-0001,PP-FIX-M20-0003,M20 Washer - A2,,110,16,,Each,0,FALSE,FALSE
DBGFF-0001,PP-FIX-M10-0001,M10x100 Thunderbolt - BZP,,120,8,,Each,0,FALSE,FALSE
DBGFF-0001,PP-FIX-M20-0010,M20x215 Throughbolt - BZP,,130,39,,Each,0,FALSE,FALSE
DBGFF-0001,PP-FIX-M12-0003,M12 x 160 Anchor Stud Bolts - A2,,140,24,,Each,0,FALSE,FALSE
DBGFF-0001,PP-FIX-M12-0019,M12 Flanged Hex Nut - A2,,150,24,,Each,0,FALSE,FALSE
DBGFF-0001,PP-FIX-M20-0009,M20x60 Hex Head Bolt - A2,,160,4,,Each,0,FALSE,FALSE
DBGFF-0001,PP-FIX-M6-0030,M6x16 Torx Button Head Bolt - A2,,170,8,,Each,0,FALSE,FALSE
DBGFF-0001,PP-FIX-M6-0004,M6 Washer - A2,,180,8,,Each,0,FALSE,FALSE
DBGFF-0001,SA-FG-0025,100mm Double Gate Cover (Locking Mechanism),,190,2,,Each,0,FALSE,FALSE
DBGFF-0001,PP-FIX-M12-0001,M12x35 Hex Head Bolt - A2,,200,12,,Each,0,FALSE,FALSE
DBGFF-0001,PP-FIX-M12-0005,M12 Washer - A2,,210,12,,Each,0,FALSE,FALSE
DBGFFEXC3-0001,DXF-0000-00-DFG,Double Flood Gate DXF Pack,,10,1,,Each,0,FALSE,FALSE
DBGFFEXC3-0001,ASSY-0000-00-DFG-Leaf_RH,Double Flood Gate Leaf (RH),,20,1,,Each,0,FALSE,FALSE
DBGFFEXC3-0001,ASSY-0000-00-DFG-Leaf_LH,Double Flood Gate Leaf (LH),,30,1,,Each,0,FALSE,FALSE
DBGFFEXC3-0001,ASSY-0000-00-DFG_Frame,Double Flood Gate Frame,,40,1,,Each,0,FALSE,FALSE
DBGFFEXC3-0001,SA-FG-0020,100mm Double Gate Locking Mechanism,,50,1,,Each,0,FALSE,FALSE
DBGFFEXC3-0001,SA-FG-0024,100mm Double Gate Receiver (Locking Mechanism),,60,2,,Each,0,FALSE,FALSE
DBGFFEXC3-0001,SA-FG-0026,100mm Double Flood Gate Hinge,,70,4,,Each,0,FALSE,FALSE
DBGFFEXC3-0001,PP-FIX-M20-0005,M20 Hex Nut - A2,,80,16,,Each,0,FALSE,FALSE
DBGFFEXC3-0001,PP-FIX-M20-0029,M20 Washer - A2(ISO7093-1),,90,16,,Each,0,FALSE,FALSE
DBGFFEXC3-0001,PP-FIX-M20-0002,M20x50 Hex Head Bolt - A2,,100,16,,Each,0,FALSE,FALSE
DBGFFEXC3-0001,PP-FIX-M20-0003,M20 Washer - A2,,110,16,,Each,0,FALSE,FALSE
DBGFFEXC3-0001,PP-FIX-M10-0001,M10x100 Thunderbolt - BZP,,120,8,,Each,0,FALSE,FALSE
DBGFFEXC3-0001,PP-FIX-M20-0010,M20x215 Throughbolt - BZP,,130,39,,Each,0,FALSE,FALSE
DBGFFEXC3-0001,PP-FIX-M12-0003,M12 x 160 Anchor Stud Bolts - A2,,140,24,,Each,0,FALSE,FALSE
DBGFFEXC3-0001,PP-FIX-M12-0019,M12 Flanged Hex Nut - A2,,150,24,,Each,0,FALSE,FALSE
DBGFFEXC3-0001,PP-FIX-M20-0009,M20x60 Hex Head Bolt - A2,,160,4,,Each,0,FALSE,FALSE
DBGFFEXC3-0001,PP-FIX-M6-0030,M6x16 Torx Button Head Bolt - A2,,170,8,,Each,0,FALSE,FALSE
DBGFFEXC3-0001,PP-FIX-M6-0004,M6 Washer - A2,,180,8,,Each,0,FALSE,FALSE
DBGFFEXC3-0001,SA-FG-0025,100mm Double Gate Cover (Locking Mechanism),,190,2,,Each,0,FALSE,FALSE
DBGFFEXC3-0001,PP-FIX-M12-0001,M12x35 Hex Head Bolt - A2,,200,12,,Each,0,FALSE,FALSE
DBGFFEXC3-0001,PP-FIX-M12-0005,M12 Washer - A2,,210,12,,Each,0,FALSE,FALSE
DFG-0001,DXF-0000-00-DFG,Double Flood Gate DXF Pack,,10,1,,Each,0,FALSE,FALSE
DFG-0001,ASSY-0000-00-DFG-Leaf_RH,Double Flood Gate Leaf (RH),,20,1,,Each,0,FALSE,FALSE
DFG-0001,ASSY-0000-00-DFG-Leaf_LH,Double Flood Gate Leaf (LH),,30,1,,Each,0,FALSE,FALSE
DFG-0001,ASSY-0000-00-DFG_Frame,Double Flood Gate Frame,,40,1,,Each,0,FALSE,FALSE
DFG-0001,SA-FG-0020,100mm Double Gate Locking Mechanism,,50,1,,Each,0,FALSE,FALSE
DFG-0001,SA-FG-0024,100mm Double Gate Receiver (Locking Mechanism),,60,2,,Each,0,FALSE,FALSE
DFG-0001,SA-FG-0026,100mm Double Flood Gate Hinge,,70,4,,Each,0,FALSE,FALSE
DFG-0001,PP-FIX-M20-0005,M20 Hex Nut - A2,,80,16,,Each,0,FALSE,FALSE
DFG-0001,PP-FIX-M20-0029,M20 Washer - A2(ISO7093-1),,90,16,,Each,0,FALSE,FALSE
DFG-0001,PP-FIX-M20-0002,M20x50 Hex Head Bolt - A2,,100,16,,Each,0,FALSE,FALSE
DFG-0001,PP-FIX-M20-0003,M20 Washer - A2,,110,16,,Each,0,FALSE,FALSE
DFG-0001,PP-FIX-M10-0001,M10x100 Thunderbolt - BZP,,120,8,,Each,0,FALSE,FALSE
DFG-0001,PP-FIX-M20-0010,M20x215 Throughbolt - BZP,,130,39,,Each,0,FALSE,FALSE
DFG-0001,PP-FIX-M12-0003,M12 x 160 Anchor Stud Bolts - A2,,140,24,,Each,0,FALSE,FALSE
DFG-0001,PP-FIX-M12-0019,M12 Flanged Hex Nut - A2,,150,24,,Each,0,FALSE,FALSE
DFG-0001,PP-FIX-M20-0009,M20x60 Hex Head Bolt - A2,,160,4,,Each,0,FALSE,FALSE
DFG-0001,PP-FIX-M6-0030,M6x16 Torx Button Head Bolt - A2,,170,8,,Each,0,FALSE,FALSE
DFG-0001,PP-FIX-M6-0004,M6 Washer - A2,,180,8,,Each,0,FALSE,FALSE
DFG-0001,SA-FG-0025,100mm Double Gate Cover (Locking Mechanism),,190,2,,Each,0,FALSE,FALSE
DFG-0001,PP-FIX-M12-0001,M12x35 Hex Head Bolt - A2,,200,12,,Each,0,FALSE,FALSE
DFG-0001,PP-FIX-M12-0005,M12 Washer - A2,,210,12,,Each,0,FALSE,FALSE
DFGEXC3-0001,DXF-0000-00-DFG,Double Flood Gate DXF Pack,,10,1,,Each,0,FALSE,FALSE
DFGEXC3-0001,ASSY-0000-00-DFG-Leaf_RH,Double Flood Gate Leaf (RH),,20,1,,Each,0,FALSE,FALSE
DFGEXC3-0001,ASSY-0000-00-DFG-Leaf_LH,Double Flood Gate Leaf (LH),,30,1,,Each,0,FALSE,FALSE
DFGEXC3-0001,ASSY-0000-00-DFG_Frame,Double Flood Gate Frame,,40,1,,Each,0,FALSE,FALSE
DFGEXC3-0001,SA-FG-0020,100mm Double Gate Locking Mechanism,,50,1,,Each,0,FALSE,FALSE
DFGEXC3-0001,SA-FG-0024,100mm Double Gate Receiver (Locking Mechanism),,60,2,,Each,0,FALSE,FALSE
DFGEXC3-0001,SA-FG-0026,100mm Double Flood Gate Hinge,,70,4,,Each,0,FALSE,FALSE
DFGEXC3-0001,PP-FIX-M20-0005,M20 Hex Nut - A2,,80,16,,Each,0,FALSE,FALSE
DFGEXC3-0001,PP-FIX-M20-0029,M20 Washer - A2(ISO7093-1),,90,16,,Each,0,FALSE,FALSE
DFGEXC3-0001,PP-FIX-M20-0002,M20x50 Hex Head Bolt - A2,,100,16,,Each,0,FALSE,FALSE
DFGEXC3-0001,PP-FIX-M20-0003,M20 Washer - A2,,110,16,,Each,0,FALSE,FALSE
DFGEXC3-0001,PP-FIX-M10-0001,M10x100 Thunderbolt - BZP,,120,8,,Each,0,FALSE,FALSE
DFGEXC3-0001,PP-FIX-M20-0010,M20x215 Throughbolt - BZP,,130,39,,Each,0,FALSE,FALSE
DFGEXC3-0001,PP-FIX-M12-0003,M12 x 160 Anchor Stud Bolts - A2,,140,24,,Each,0,FALSE,FALSE
DFGEXC3-0001,PP-FIX-M12-0019,M12 Flanged Hex Nut - A2,,150,24,,Each,0,FALSE,FALSE
DFGEXC3-0001,PP-FIX-M20-0009,M20x60 Hex Head Bolt - A2,,160,4,,Each,0,FALSE,FALSE
DFGEXC3-0001,PP-FIX-M6-0030,M6x16 Torx Button Head Bolt - A2,,170,8,,Each,0,FALSE,FALSE
DFGEXC3-0001,PP-FIX-M6-0004,M6 Washer - A2,,180,8,,Each,0,FALSE,FALSE
DFGEXC3-0001,SA-FG-0025,100mm Double Gate Cover (Locking Mechanism),,190,2,,Each,0,FALSE,FALSE
DFGEXC3-0001,PP-FIX-M12-0001,M12x35 Hex Head Bolt - A2,,200,12,,Each,0,FALSE,FALSE
DFGEXC3-0001,PP-FIX-M12-0005,M12 Washer - A2,,210,12,,Each,0,FALSE,FALSE
DFGFF-0001,DXF-0000-00-DFG,Double Flood Gate DXF Pack,,10,1,,Each,0,FALSE,FALSE
DFGFF-0001,ASSY-0000-00-DFG-Leaf_RH,Double Flood Gate Leaf (RH),,20,1,,Each,0,FALSE,FALSE
DFGFF-0001,ASSY-0000-00-DFG-Leaf_LH,Double Flood Gate Leaf (LH),,30,1,,Each,0,FALSE,FALSE
DFGFF-0001,ASSY-0000-00-DFG_Frame,Double Flood Gate Frame,,40,1,,Each,0,FALSE,FALSE
DFGFF-0001,SA-FG-0020,100mm Double Gate Locking Mechanism,,50,1,,Each,0,FALSE,FALSE
DFGFF-0001,SA-FG-0024,100mm Double Gate Receiver (Locking Mechanism),,60,2,,Each,0,FALSE,FALSE
DFGFF-0001,SA-FG-0026,100mm Double Flood Gate Hinge,,70,4,,Each,0,FALSE,FALSE
DFGFF-0001,PP-FIX-M20-0005,M20 Hex Nut - A2,,80,16,,Each,0,FALSE,FALSE
DFGFF-0001,PP-FIX-M20-0029,M20 Washer - A2(ISO7093-1),,90,16,,Each,0,FALSE,FALSE
DFGFF-0001,PP-FIX-M20-0002,M20x50 Hex Head Bolt - A2,,100,16,,Each,0,FALSE,FALSE
DFGFF-0001,PP-FIX-M20-0003,M20 Washer - A2,,110,16,,Each,0,FALSE,FALSE
DFGFF-0001,PP-FIX-M10-0001,M10x100 Thunderbolt - BZP,,120,8,,Each,0,FALSE,FALSE
DFGFF-0001,PP-FIX-M20-0010,M20x215 Throughbolt - BZP,,130,39,,Each,0,FALSE,FALSE
DFGFF-0001,PP-FIX-M12-0003,M12 x 160 Anchor Stud Bolts - A2,,140,24,,Each,0,FALSE,FALSE
DFGFF-0001,PP-FIX-M12-0019,M12 Flanged Hex Nut - A2,,150,24,,Each,0,FALSE,FALSE
DFGFF-0001,PP-FIX-M20-0009,M20x60 Hex Head Bolt - A2,,160,4,,Each,0,FALSE,FALSE
DFGFF-0001,PP-FIX-M6-0030,M6x16 Torx Button Head Bolt - A2,,170,8,,Each,0,FALSE,FALSE
DFGFF-0001,PP-FIX-M6-0004,M6 Washer - A2,,180,8,,Each,0,FALSE,FALSE
DFGFF-0001,SA-FG-0025,100mm Double Gate Cover (Locking Mechanism),,190,2,,Each,0,FALSE,FALSE
DFGFF-0001,PP-FIX-M12-0001,M12x35 Hex Head Bolt - A2,,200,12,,Each,0,FALSE,FALSE
DFGFF-0001,PP-FIX-M12-0005,M12 Washer - A2,,210,12,,Each,0,FALSE,FALSE
DFGFFEXC3-0001,DXF-0000-00-DFG,Double Flood Gate DXF Pack,,10,1,,Each,0,FALSE,FALSE
DFGFFEXC3-0001,ASSY-0000-00-DFG-Leaf_RH,Double Flood Gate Leaf (RH),,20,1,,Each,0,FALSE,FALSE
DFGFFEXC3-0001,ASSY-0000-00-DFG-Leaf_LH,Double Flood Gate Leaf (LH),,30,1,,Each,0,FALSE,FALSE
DFGFFEXC3-0001,ASSY-0000-00-DFG_Frame,Double Flood Gate Frame,,40,1,,Each,0,FALSE,FALSE
DFGFFEXC3-0001,SA-FG-0020,100mm Double Gate Locking Mechanism,,50,1,,Each,0,FALSE,FALSE
DFGFFEXC3-0001,SA-FG-0024,100mm Double Gate Receiver (Locking Mechanism),,60,2,,Each,0,FALSE,FALSE
DFGFFEXC3-0001,SA-FG-0026,100mm Double Flood Gate Hinge,,70,4,,Each,0,FALSE,FALSE
DFGFFEXC3-0001,PP-FIX-M20-0005,M20 Hex Nut - A2,,80,16,,Each,0,FALSE,FALSE
DFGFFEXC3-0001,PP-FIX-M20-0029,M20 Washer - A2(ISO7093-1),,90,16,,Each,0,FALSE,FALSE
DFGFFEXC3-0001,PP-FIX-M20-0002,M20x50 Hex Head Bolt - A2,,100,16,,Each,0,FALSE,FALSE
DFGFFEXC3-0001,PP-FIX-M20-0003,M20 Washer - A2,,110,16,,Each,0,FALSE,FALSE
DFGFFEXC3-0001,PP-FIX-M10-0001,M10x100 Thunderbolt - BZP,,120,8,,Each,0,FALSE,FALSE
DFGFFEXC3-0001,PP-FIX-M20-0010,M20x215 Throughbolt - BZP,,130,39,,Each,0,FALSE,FALSE
DFGFFEXC3-0001,PP-FIX-M12-0003,M12 x 160 Anchor Stud Bolts - A2,,140,24,,Each,0,FALSE,FALSE
DFGFFEXC3-0001,PP-FIX-M12-0019,M12 Flanged Hex Nut - A2,,150,24,,Each,0,FALSE,FALSE
DFGFFEXC3-0001,PP-FIX-M20-0009,M20x60 Hex Head Bolt - A2,,160,4,,Each,0,FALSE,FALSE
DFGFFEXC3-0001,PP-FIX-M6-0030,M6x16 Torx Button Head Bolt - A2,,170,8,,Each,0,FALSE,FALSE
DFGFFEXC3-0001,PP-FIX-M6-0004,M6 Washer - A2,,180,8,,Each,0,FALSE,FALSE
DFGFFEXC3-0001,SA-FG-0025,100mm Double Gate Cover (Locking Mechanism),,190,2,,Each,0,FALSE,FALSE
DFGFFEXC3-0001,PP-FIX-M12-0001,M12x35 Hex Head Bolt - A2,,200,12,,Each,0,FALSE,FALSE
DFGFFEXC3-0001,PP-FIX-M12-0005,M12 Washer - A2,,210,12,,Each,0,FALSE,FALSE
PFG-0001,DXF-0000-00-PFG,Pedestrian Flood Gate DXF Pack,,10,1,,Each,0,FALSE,FALSE
PFG-0001,ASSY-0000-00-Ped_Leaf,Pedestrian Gate Leaf,,20,1,,Each,0,FALSE,FALSE
PFG-0001,ASSY-0000-00-Ped_Frame,Pedestrian Gate Frame,,30,1,,Each,0,FALSE,FALSE
PFG-0001,SA-FG-0012,70mm Pedestrian Flood Gate Hinge,,40,2,,Each,0,FALSE,FALSE
PFG-0001,PP-FIX-M16-0002,M16x35 Hex Head Bolt - A2,,50,8,,Each,0,FALSE,FALSE
PFG-0001,PP-FIX-M16-0003,M16 Washer - A2,,60,8,,Each,0,FALSE,FALSE
PFG-0001,PP-FIX-M12-0003,M12 x 160 Anchor Stud Bolts - A2,,70,12,,Each,0,FALSE,FALSE
PFG-0001,PP-FIX-M12-0019,M12 Flanged Hex Nut - A2,,80,12,,Each,0,FALSE,FALSE
PFG-0001,PP-FIX-M20-0009,M20x60 Hex Head Bolt - A2,,90,2,,Each,0,FALSE,FALSE
PFG-0001,PP-FIX-M16-0010,M16x190 Anchor Stud Bolt - A2,,100,8,,Each,0,FALSE,FALSE
PFG-0001,PP-FIX-M16-0030,M16 Flanged Hex Nut - A2,,110,8,,Each,0,FALSE,FALSE
PFGEXC3-0001,DXF-0000-00-PFG,Pedestrian Flood Gate DXF Pack,,10,1,,Each,0,FALSE,FALSE
PFGEXC3-0001,ASSY-0000-00-Ped_Leaf,Pedestrian Gate Leaf,,20,1,,Each,0,FALSE,FALSE
PFGEXC3-0001,ASSY-0000-00-Ped_Frame,Pedestrian Gate Frame,,30,1,,Each,0,FALSE,FALSE
PFGEXC3-0001,SA-FG-0012,70mm Pedestrian Flood Gate Hinge,,40,2,,Each,0,FALSE,FALSE
PFGEXC3-0001,PP-FIX-M16-0002,M16x35 Hex Head Bolt - A2,,50,8,,Each,0,FALSE,FALSE
PFGEXC3-0001,PP-FIX-M16-0003,M16 Washer - A2,,60,8,,Each,0,FALSE,FALSE
PFGEXC3-0001,PP-FIX-M12-0003,M12 x 160 Anchor Stud Bolts - A2,,70,12,,Each,0,FALSE,FALSE
PFGEXC3-0001,PP-FIX-M12-0019,M12 Flanged Hex Nut - A2,,80,12,,Each,0,FALSE,FALSE
PFGEXC3-0001,PP-FIX-M20-0009,M20x60 Hex Head Bolt - A2,,90,2,,Each,0,FALSE,FALSE
PFGEXC3-0001,PP-FIX-M16-0010,M16x190 Anchor Stud Bolt - A2,,100,8,,Each,0,FALSE,FALSE
PFGEXC3-0001,PP-FIX-M16-0030,M16 Flanged Hex Nut - A2,,110,8,,Each,0,FALSE,FALSE
SBG-0001,DXF-0000-00-SFG,Single Flood Gate DXF Pack,,10,1,,Each,0,FALSE,FALSE
SBG-0001,ASSY-0000-00-SFG_Frame,Single Flood Gate Frame,,20,1,,Each,0,FALSE,FALSE
SBG-0001,ASSY-0000-00-SFG_Leaf,Single Flood Gate Leaf,,30,1,,Each,0,FALSE,FALSE
SBG-0001,SA-FG-0001,100mm Single Flood Gate Hinge,,40,2,,Each,0,FALSE,FALSE
SBG-0001,PP-FIX-M20-0005,M20 Hex Nut - A2,,50,16,,Each,0,FALSE,FALSE
SBG-0001,PP-FIX-M20-0003,M20 Washer - A2,,60,8,,Each,0,FALSE,FALSE
SBG-0001,SA-FG-0004,100mm Single Gate Locking Mechanism,,70,1,,Each,0,FALSE,FALSE
SBG-0001,PP-FIX-M20-0002,M20x50 Hex Head Bolt - A2,,80,8,,Each,0,FALSE,FALSE
SBG-0001,PP-FIX-M12-0001,M12x35 Hex Head Bolt - A2,,90,4,,Each,0,FALSE,FALSE
SBG-0001,PP-FIX-M12-0005,M12 Washer - A2,,100,4,,Each,0,FALSE,FALSE
SBG-0001,PP-FIX-M10-0001,M10x100 Thunderbolt - BZP,,110,4,,Each,0,FALSE,FALSE
SBG-0001,FG-0106-FP,Anchor Plate - 80x80 - 10mm,,120,4,,Each,0,FALSE,FALSE
SBG-0001,PP-FIX-M20-0010,M20x215 Throughbolt - BZP,,130,19,,Each,0,FALSE,FALSE
SBG-0001,PP-FIX-M20-0009,M20x60 Hex Head Bolt - A2,,140,2,,Each,0,FALSE,FALSE
SBG-0001,PP-FIX-M20-0029,M20 Washer - A2(ISO7093-1),,150,8,,Each,0,FALSE,FALSE
SBG-0001,PP-FIX-M8-0028,M8x20 Torx Button Head Bolt - A2,,160,6,,Each,0,FALSE,FALSE
SBG-0001,PP-FIX-M8-0006,M8 Washer - A2,,170,6,,Each,0,FALSE,FALSE
SBGEXC3-0001,DXF-0000-00-SFG,Single Flood Gate DXF Pack,,10,1,,Each,0,FALSE,FALSE
SBGEXC3-0001,ASSY-0000-00-SFG_Frame,Single Flood Gate Frame,,20,1,,Each,0,FALSE,FALSE
SBGEXC3-0001,ASSY-0000-00-SFG_Leaf,Single Flood Gate Leaf,,30,1,,Each,0,FALSE,FALSE
SBGEXC3-0001,SA-FG-0001,100mm Single Flood Gate Hinge,,40,2,,Each,0,FALSE,FALSE
SBGEXC3-0001,PP-FIX-M20-0005,M20 Hex Nut - A2,,50,16,,Each,0,FALSE,FALSE
SBGEXC3-0001,PP-FIX-M20-0003,M20 Washer - A2,,60,8,,Each,0,FALSE,FALSE
SBGEXC3-0001,SA-FG-0004,100mm Single Gate Locking Mechanism,,70,1,,Each,0,FALSE,FALSE
SBGEXC3-0001,PP-FIX-M20-0002,M20x50 Hex Head Bolt - A2,,80,8,,Each,0,FALSE,FALSE
SBGEXC3-0001,PP-FIX-M12-0001,M12x35 Hex Head Bolt - A2,,90,4,,Each,0,FALSE,FALSE
