Header Reference (BOM Reference),Stock Code,Description,Notes,Sequence Number,Quantity,Instruction,Unit of MEachsure,Scrap Percentage,Fixed Quantity,Use Only in BOM Module
SBGEXC3-0001,PP-FIX-M12-0005,M12 Washer - A2,,100,4,,Each,0,FALSE,FALSE
SBGEXC3-0001,PP-FIX-M10-0001,M10x100 Thunderbolt - BZP,,110,4,,Each,0,FALSE,FALSE
SBGEXC3-0001,FG-0106-FP,Anchor Plate - 80x80 - 10mm,,120,4,,Each,0,FALSE,FALSE
SBGEXC3-0001,PP-FIX-M20-0010,M20x215 Throughbolt - BZP,,130,19,,Each,0,FALSE,FALSE
SBGEXC3-0001,PP-FIX-M20-0009,M20x60 Hex Head Bolt - A2,,140,2,,Each,0,FALSE,FALSE
SBGEXC3-0001,PP-FIX-M20-0029,M20 Washer - A2(ISO7093-1),,150,8,,Each,0,FALSE,FALSE
SBGEXC3-0001,PP-FIX-M8-0028,M8x20 Torx Button Head Bolt - A2,,160,6,,Each,0,FALSE,FALSE
SBGEXC3-0001,PP-FIX-M8-0006,M8 Washer - A2,,170,6,,Each,0,FALSE,FALSE
SBGFF-0001,DXF-0000-00-SFG,Single Flood Gate DXF Pack,,10,1,,Each,0,FALSE,FALSE
SBGFF-0001,ASSY-0000-00-SFG_Frame,Single Flood Gate Frame,,20,1,,Each,0,FALSE,FALSE
SBGFF-0001,ASSY-0000-00-SFG_Leaf,Single Flood Gate Leaf,,30,1,,Each,0,FALSE,FALSE
SBGFF-0001,SA-FG-0001,100mm Single Flood Gate Hinge,,40,2,,Each,0,FALSE,FALSE
SBGFF-0001,PP-FIX-M20-0005,M20 Hex Nut - A2,,50,16,,Each,0,FALSE,FALSE
SBGFF-0001,PP-FIX-M20-0003,M20 Washer - A2,,60,8,,Each,0,FALSE,FALSE
SBGFF-0001,SA-FG-0008,100mm Single Gate Face Fixed Lock Mechanism,,70,1,,Each,0,FALSE,FALSE
SBGFF-0001,PP-FIX-M20-0002,M20x50 Hex Head Bolt - A2,,80,8,,Each,0,FALSE,FALSE
SBGFF-0001,PP-FIX-M12-0001,M12x35 Hex Head Bolt - A2,,90,4,,Each,0,FALSE,FALSE
SBGFF-0001,PP-FIX-M12-0005,M12 Washer - A2,,100,8,,Each,0,FALSE,FALSE
SBGFF-0001,PP-FIX-M10-0001,M10x100 Thunderbolt - BZP,,110,4,,Each,0,FALSE,FALSE
SBGFF-0001,FG-0106-FP,Anchor Plate - 80x80 - 10mm,,120,4,,Each,0,FALSE,FALSE
SBGFF-0001,PP-FIX-M20-0010,M20x215 Throughbolt - BZP,,130,19,,Each,0,FALSE,FALSE
SBGFF-0001,PP-FIX-M20-0009,M20x60 Hex Head Bolt - A2,,140,2,,Each,0,FALSE,FALSE
SBGFF-0001,PP-FIX-M20-0029,M20 Washer - A2(ISO7093-1),,150,8,,Each,0,FALSE,FALSE
SBGFF-0001,PP-FIX-M8-0028,M8x20 Torx Button Head Bolt - A2,,160,6,,Each,0,FALSE,FALSE
SBGFF-0001,PP-FIX-M8-0006,M8 Washer - A2,,170,6,,Each,0,FALSE,FALSE
SBGFF-0001,PP-FIX-M12-0003,M12 x 160 Anchor Stud Bolts - A2,,180,24,,Each,0,FALSE,FALSE
SBGFF-0001,PP-FIX-M12-0019,M12 Flanged Hex Nut - A2,,190,24,,Each,0,FALSE,FALSE
SBGFFEXC3-0001,DXF-0000-00-SFG,Single Flood Gate DXF Pack,,10,1,,Each,0,FALSE,FALSE
SBGFFEXC3-0001,ASSY-0000-00-SFG_Frame,Single Flood Gate Frame,,20,1,,Each,0,FALSE,FALSE
SBGFFEXC3-0001,ASSY-0000-00-SFG_Leaf,Single Flood Gate Leaf,,30,1,,Each,0,FALSE,FALSE
SBGFFEXC3-0001,SA-FG-0001,100mm Single Flood Gate Hinge,,40,2,,Each,0,FALSE,FALSE
SBGFFEXC3-0001,PP-FIX-M20-0005,M20 Hex Nut - A2,,50,16,,Each,0,FALSE,FALSE
SBGFFEXC3-0001,PP-FIX-M20-0003,M20 Washer - A2,,60,8,,Each,0,FALSE,FALSE
SBGFFEXC3-0001,SA-FG-0008,100mm Single Gate Face Fixed Lock Mechanism,,70,1,,Each,0,FALSE,FALSE
SBGFFEXC3-0001,PP-FIX-M20-0002,M20x50 Hex Head Bolt - A2,,80,8,,Each,0,FALSE,FALSE
SBGFFEXC3-0001,PP-FIX-M12-0001,M12x35 Hex Head Bolt - A2,,90,4,,Each,0,FALSE,FALSE
SBGFFEXC3-0001,PP-FIX-M12-0005,M12 Washer - A2,,100,8,,Each,0,FALSE,FALSE
SBGFFEXC3-0001,PP-FIX-M10-0001,M10x100 Thunderbolt - BZP,,110,4,,Each,0,FALSE,FALSE
SBGFFEXC3-0001,FG-0106-FP,Anchor Plate - 80x80 - 10mm,,120,4,,Each,0,FALSE,FALSE
SBGFFEXC3-0001,PP-FIX-M20-0010,M20x215 Throughbolt - BZP,,130,19,,Each,0,FALSE,FALSE
SBGFFEXC3-0001,PP-FIX-M20-0009,M20x60 Hex Head Bolt - A2,,140,2,,Each,0,FALSE,FALSE
SBGFFEXC3-0001,PP-FIX-M20-0029,M20 Washer - A2(ISO7093-1),,150,8,,Each,0,FALSE,FALSE
SBGFFEXC3-0001,PP-FIX-M8-0028,M8x20 Torx Button Head Bolt - A2,,160,6,,Each,0,FALSE,FALSE
SBGFFEXC3-0001,PP-FIX-M8-0006,M8 Washer - A2,,170,6,,Each,0,FALSE,FALSE
SBGFFEXC3-0001,PP-FIX-M12-0003,M12 x 160 Anchor Stud Bolts - A2,,180,24,,Each,0,FALSE,FALSE
SBGFFEXC3-0001,PP-FIX-M12-0019,M12 Flanged Hex Nut - A2,,190,24,,Each,0,FALSE,FALSE
SFG-0001,DXF-0000-00-SFG,Single Flood Gate DXF Pack,,10,1,,Each,0,FALSE,FALSE
SFG-0001,ASSY-0000-00-SFG_Frame,Single Flood Gate Frame,,20,1,,Each,0,FALSE,FALSE
SFG-0001,ASSY-0000-00-SFG_Leaf,Single Flood Gate Leaf,,30,1,,Each,0,FALSE,FALSE
SFG-0001,SA-FG-0001,100mm Single Flood Gate Hinge,,40,2,,Each,0,FALSE,FALSE
SFG-0001,PP-FIX-M20-0005,M20 Hex Nut - A2,,50,16,,Each,0,FALSE,FALSE
SFG-0001,PP-FIX-M20-0003,M20 Washer - A2,,60,8,,Each,0,FALSE,FALSE
SFG-0001,SA-FG-0004,100mm Single Gate Locking Mechanism,,70,1,,Each,0,FALSE,FALSE
SFG-0001,PP-FIX-M20-0002,M20x50 Hex Head Bolt - A2,,80,8,,Each,0,FALSE,FALSE
SFG-0001,PP-FIX-M12-0001,M12x35 Hex Head Bolt - A2,,90,4,,Each,0,FALSE,FALSE
SFG-0001,PP-FIX-M12-0005,M12 Washer - A2,,100,4,,Each,0,FALSE,FALSE
SFG-0001,PP-FIX-M10-0001,M10x100 Thunderbolt - BZP,,110,4,,Each,0,FALSE,FALSE
SFG-0001,FG-0106-FP,Anchor Plate - 80x80 - 10mm,,120,4,,Each,0,FALSE,FALSE
SFG-0001,PP-FIX-M20-0010,M20x215 Throughbolt - BZP,,130,19,,Each,0,FALSE,FALSE
SFG-0001,PP-FIX-M20-0009,M20x60 Hex Head Bolt - A2,,140,2,,Each,0,FALSE,FALSE
SFG-0001,PP-FIX-M20-0029,M20 Washer - A2(ISO7093-1),,150,8,,Each,0,FALSE,FALSE
SFG-0001,PP-FIX-M8-0028,M8x20 Torx Button Head Bolt - A2,,160,6,,Each,0,FALSE,FALSE
SFG-0001,PP-FIX-M8-0006,M8 Washer - A2,,170,6,,Each,0,FALSE,FALSE
SFGEXC3-0001,DXF-0000-00-SFG,Single Flood Gate DXF Pack,,10,1,,Each,0,FALSE,FALSE
SFGEXC3-0001,ASSY-0000-00-SFG_Frame,Single Flood Gate Frame,,20,1,,Each,0,FALSE,FALSE
SFGEXC3-0001,ASSY-0000-00-SFG_Leaf,Single Flood Gate Leaf,,30,1,,Each,0,FALSE,FALSE
SFGEXC3-0001,SA-FG-0001,100mm Single Flood Gate Hinge,,40,2,,Each,0,FALSE,FALSE
SFGEXC3-0001,PP-FIX-M20-0005,M20 Hex Nut - A2,,50,16,,Each,0,FALSE,FALSE
SFGEXC3-0001,PP-FIX-M20-0003,M20 Washer - A2,,60,8,,Each,0,FALSE,FALSE
SFGEXC3-0001,SA-FG-0004,100mm Single Gate Locking Mechanism,,70,1,,Each,0,FALSE,FALSE
SFGEXC3-0001,PP-FIX-M20-0002,M20x50 Hex Head Bolt - A2,,80,8,,Each,0,FALSE,FALSE
SFGEXC3-0001,PP-FIX-M12-0001,M12x35 Hex Head Bolt - A2,,90,4,,Each,0,FALSE,FALSE
SFGEXC3-0001,PP-FIX-M12-0005,M12 Washer - A2,,100,4,,Each,0,FALSE,FALSE
SFGEXC3-0001,PP-FIX-M10-0001,M10x100 Thunderbolt - BZP,,110,4,,Each,0,FALSE,FALSE
SFGEXC3-0001,FG-0106-FP,Anchor Plate - 80x80 - 10mm,,120,4,,Each,0,FALSE,FALSE
SFGEXC3-0001,PP-FIX-M20-0010,M20x215 Throughbolt - BZP,,130,19,,Each,0,FALSE,FALSE
SFGEXC3-0001,PP-FIX-M20-0009,M20x60 Hex Head Bolt - A2,,140,2,,Each,0,FALSE,FALSE
SFGEXC3-0001,PP-FIX-M20-0029,M20 Washer - A2(ISO7093-1),,150,8,,Each,0,FALSE,FALSE
SFGEXC3-0001,PP-FIX-M8-0028,M8x20 Torx Button Head Bolt - A2,,160,6,,Each,0,FALSE,FALSE
SFGEXC3-0001,PP-FIX-M8-0006,M8 Washer - A2,,170,6,,Each,0,FALSE,FALSE
SFGFF-0001,DXF-0000-00-SFG,Single Flood Gate DXF Pack,,10,1,,Each,0,FALSE,FALSE
SFGFF-0001,ASSY-0000-00-SFG_Frame,Single Flood Gate Frame,,20,1,,Each,0,FALSE,FALSE
SFGFF-0001,ASSY-0000-00-SFG_Leaf,Single Flood Gate Leaf,,30,1,,Each,0,FALSE,FALSE
SFGFF-0001,SA-FG-0001,100mm Single Flood Gate Hinge,,40,2,,Each,0,FALSE,FALSE
SFGFF-0001,PP-FIX-M20-0005,M20 Hex Nut - A2,,50,16,,Each,0,FALSE,FALSE
SFGFF-0001,PP-FIX-M20-0003,M20 Washer - A2,,60,8,,Each,0,FALSE,FALSE
SFGFF-0001,SA-FG-0008,100mm Single Gate Face Fixed Lock Mechanism,,70,1,,Each,0,FALSE,FALSE
SFGFF-0001,PP-FIX-M20-0002,M20x50 Hex Head Bolt - A2,,80,8,,Each,0,FALSE,FALSE
SFGFF-0001,PP-FIX-M12-0001,M12x35 Hex Head Bolt - A2,,90,4,,Each,0,FALSE,FALSE
SFGFF-0001,PP-FIX-M12-0005,M12 Washer - A2,,100,8,,Each,0,FALSE,FALSE
SFGFF-0001,PP-FIX-M10-0001,M10x100 Thunderbolt - BZP,,110,4,,Each,0,FALSE,FALSE
SFGFF-0001,FG-0106-FP,Anchor Plate - 80x80 - 10mm,,120,4,,Each,0,FALSE,FALSE
SFGFF-0001,PP-FIX-M20-0010,M20x215 Throughbolt - BZP,,130,19,,Each,0,FALSE,FALSE
SFGFF-0001,PP-FIX-M20-0009,M20x60 Hex Head Bolt - A2,,140,2,,Each,0,FALSE,FALSE
SFGFF-0001,PP-FIX-M20-0029,M20 Washer - A2(ISO7093-1),,150,8,,Each,0,FALSE,FALSE
SFGFF-0001,PP-FIX-M8-0028,M8x20 Torx Button Head Bolt - A2,,160,6,,Each,0,FALSE,FALSE
SFGFF-0001,PP-FIX-M8-0006,M8 Washer - A2,,170,6,,Each,0,FALSE,FALSE
SFGFF-0001,PP-FIX-M12-0003,M12 x 160 Anchor Stud Bolts - A2,,180,24,,Each,0,FALSE,FALSE
SFGFF-0001,PP-FIX-M12-0019,M12 Flanged Hex Nut - A2,,190,24,,Each,0,FALSE,FALSE
SFGFFEXC3-0001,DXF-0000-00-SFG,Single Flood Gate DXF Pack,,10,1,,Each,0,FALSE,FALSE
SFGFFEXC3-0001,ASSY-0000-00-SFG_Frame,Single Flood Gate Frame,,20,1,,Each,0,FALSE,FALSE
SFGFFEXC3-0001,ASSY-0000-00-SFG_Leaf,Single Flood Gate Leaf,,30,1,,Each,0,FALSE,FALSE
SFGFFEXC3-0001,SA-FG-0001,100mm Single Flood Gate Hinge,,40,2,,Each,0,FALSE,FALSE
SFGFFEXC3-0001,PP-FIX-M20-0005,M20 Hex Nut - A2,,50,16,,Each,0,FALSE,FALSE
SFGFFEXC3-0001,PP-FIX-M20-0003,M20 Washer - A2,,60,8,,Each,0,FALSE,FALSE
SFGFFEXC3-0001,SA-FG-0008,100mm Single Gate Face Fixed Lock Mechanism,,70,1,,Each,0,FALSE,FALSE
SFGFFEXC3-0001,PP-FIX-M20-0002,M20x50 Hex Head Bolt - A2,,80,8,,Each,0,FALSE,FALSE
SFGFFEXC3-0001,PP-FIX-M12-0001,M12x35 Hex Head Bolt - A2,,90,4,,Each,0,FALSE,FALSE
SFGFFEXC3-0001,PP-FIX-M12-0005,M12 Washer - A2,,100,8,,Each,0,FALSE,FALSE
SFGFFEXC3-0001,PP-FIX-M10-0001,M10x100 Thunderbolt - BZP,,110,4,,Each,0,FALSE,FALSE
SFGFFEXC3-0001,FG-0106-FP,Anchor Plate - 80x80 - 10mm,,120,4,,Each,0,FALSE,FALSE
SFGFFEXC3-0001,PP-FIX-M20-0010,M20x215 Throughbolt - BZP,,130,19,,Each,0,FALSE,FALSE
SFGFFEXC3-0001,PP-FIX-M20-0009,M20x60 Hex Head Bolt - A2,,140,2,,Each,0,FALSE,FALSE
SFGFFEXC3-0001,PP-FIX-M20-0029,M20 Washer - A2(ISO7093-1),,150,8,,Each,0,FALSE,FALSE
SFGFFEXC3-0001,PP-FIX-M8-0028,M8x20 Torx Button Head Bolt - A2,,160,6,,Each,0,FALSE,FALSE
SFGFFEXC3-0001,PP-FIX-M8-0006,M8 Washer - A2,,170,6,,Each,0,FALSE,FALSE
SFGFFEXC3-0001,PP-FIX-M12-0003,M12 x 160 Anchor Stud Bolts - A2,,180,24,,Each,0,FALSE,FALSE
SFGFFEXC3-0001,PP-FIX-M12-0019,M12 Flanged Hex Nut - A2,,190,24,,Each,0,FALSE,FALSE
